UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role,mobile_number,email_id
6845155820,TN-STU-2022-04020,Aarthy Rajan,2002-10-01,Namakkal,Namakkal,"Paavai College of Education, Namakkal",B.E.,Biomedical Engineering,2023,8.9,"Signal Processing, Biomechanics, Anatomy Knowledge, Medical Device Design, Clinical Trials Support, Product Testing, AutoCAD",Biomaterials,Healthcare IoT,NONE,Medical Device Startups,NCC,Badminton,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate,9437742824,aarthy.5820@smart.edu
9491490774,TN-STU-2021-04021,Jayamathi A.,2004-08-09,Krishnagiri,Bargur,"Government College of Engineering, Bargur",LL.B.,Law,2025,8.1,"Contract Negotiation, IPC/CrPC Knowledge, Intellectual Property, Legal Drafting, Litigation Support",Human Rights Law,ADR Mechanisms,IP Law Cert,Law Firms,Legal Aid Club,Badminton,Junior Junior Advocate,Certified Senior Corporate Lawyer,9343292651,jayamathi.0774@smart.edu
2096424774,TN-STU-2023-04022,Waseem Subramanian,2003-01-28,Viluppuram,Villupuram,Paulson Teacher Training College,B.E.,Biomedical Engineering,2026,6.4,"Product Testing, Clinical Trials Support, Biomechanics, Anatomy Knowledge",Clinical Engineering,Bioelectronics,Medical Coding,Apollo Hospitals,NCC,Table Tennis,Trainee Medical Device Tester,Certified Senior Biomedical Tech Associate,9154051450,waseem.4774@smart.edu
2220651115,TN-STU-2021-04023,Vignesh H.,2004-09-07,Vellore,Vellore City,VIT Vellore,M.Sc.,Data Science,2026,8.1,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",NONE,NONE,NONE,Infosys,NONE,Table Tennis,Data Scientist,Junior Data Science Specialist,9818849954,vignesh.1115@smart.edu
9465358708,TN-STU-2022-04024,Harini Haran,2001-03-24,Chennai,Mylapore,"Ramakrishna Mission Vivekananda College, Mylapore",M.Sc.,Psychology,2023,9.4,"Psychometrics, Social Work, Counseling",NONE,Counselling Practices,NONE,NONE,NONE,Chess,Junior Behavioral Analyst,Certified Senior Certified Counselor,9297313694,harini.8708@smart.edu
5989444048,TN-STU-2021-04025,Murugan Manickam,2005-02-04,Chennai,Virugampakkam,"Government Polytechnic College, Purasawalkam",B.Sc.,Data Science,2024,8.0,"Python, Machine Learning, Data Analysis, SQL, Pandas, NumPy",Data Structures,NONE,NONE,NONE,Coding Clubs,Table Tennis,Data Scientist,Junior Data Science Specialist,9433183941,murugan.4048@smart.edu
7920119307,TN-STU-2021-04026,Narmadha Velayudham,2004-04-05,Pudukkottai,Alangudi,"Auxilium College of Arts and Science for Women, Regunathapuram",B.A.,English,2023,9.8,"Copywriting, SEO Writing, IELTS Coaching, Proofreading, Phonetics",NONE,Professional Communication,Copywriting Proficiency,Digital Marketing Agency,Literary Society,Tennis,Junior Communications Associate,Certified Senior Copywriter,9744257469,narmadha.9307@smart.edu
9965458410,TN-STU-2021-04027,Laksman P.,2003-06-28,Chennai,Mylapore,"St. Isabel's College of Nursing, Mylapore",M.E.,Civil Engineering,2024,9.5,"Structural Analysis, AutoCAD, Surveying, Soil Testing, STAAD Pro, Project Management, Site Supervision",Structural Engineering,NONE,NONE,NONE,Green Campus Initiative,Athletics,Junior Project Coordinator,Certified Senior BIM Associate,9765388301,laksman.8410@smart.edu
4178696403,TN-STU-2020-04028,Oviya Govindan,2000-07-26,Virudhunagar,Srivilliputhur,V.P. Muthaiah Pillai Meenakshi Ammal Polytechnic College for Women,MBA,Business Administration,2024,6.1,"HR Management, Marketing Research, Business Analytics",NONE,Digital Marketing,PMP Foundation,Tech Startups,NONE,Football,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9649282112,oviya.6403@smart.edu
6603283967,TN-STU-2023-04029,Nandhini Iyyappan,2007-05-23,Tiruppur,Dharapuram,"Government Arts and Science College, Palladam",M.Com,Commerce,2025,6.1,"Banking Operations, Cost Accounting, Accounting, Taxation, Auditing",Advanced Accounting,GST & Taxation,CA Intermediate,Share Broking Firm,Commerce Club,Cricket,Trainee Financial Analyst,Certified Senior Banking Associate,9626404791,nandhini.3967@smart.edu
6610753948,TN-STU-2020-04030,Bala Linga,2003-06-09,Tiruppur,Udumalaipettai,"Jai Shriram Engineering College, Avinashipalayam",LL.B.,Law,2026,6.7,"Legal Writing, Contract Negotiation, Legal Drafting",Human Rights Law,NONE,NONE,Human Rights NGOs,NONE,Cricket,Trainee Legal Consultant,Certified Senior Corporate Lawyer,9476894554,bala.3948@smart.edu
9716919616,TN-STU-2021-04031,Arasu Prabhu,2006-09-29,Coimbatore,Pollachi,"Dr. Mahalingam College of Engineering and Technology (MCET), Pollachi",M.E.,Mechanical Engineering,2024,9.6,"Manufacturing Processes, Thermodynamics, SolidWorks, Lean Manufacturing, CNC Programming",Fluid Mechanics,Industry 4.0,Six Sigma Yellow Belt,BHEL,Make in India Hackathon,Kabaddi,Junior Design Engineer,Certified Senior CAD Design Specialist,9671321959,arasu.9616@smart.edu
2181649861,TN-STU-2022-04032,Lakshmi A.,2001-02-17,Karur,Karur,"Valluvar College of Science and Management, Karur",B.A.,Tamil,2023,6.0,"Creative Writing, Journalism, Editing, Public Speaking, Grammar, Translation",NONE,Tamil Computing,Tamil Pandit Certification,Content Studio,Literary Club,NONE,Trainee Language Expert,Certified Senior Digital Editor,9431499447,lakshmi.9861@smart.edu
9494239691,TN-STU-2022-04033,Yuvaraj S.,2002-02-19,Thiruvarur,Mannargudi,Loyola College,MBA,Business Administration,2024,7.5,"CRM, Operations Planning, Marketing Research, Business Analytics, Leadership",Strategic Management,CRM Specialist,NONE,HR Firms,Marketing Club,Table Tennis,Junior Management Trainee,Certified Senior Business Development Associate,9867424016,yuvaraj.9691@smart.edu
5780127956,TN-STU-2023-04034,Revathi Loganathan,2003-04-08,Tiruppur,Tiruppur (South),St. Joseph's College for Women (Tiruppur),B.Sc.,Agriculture,2025,7.1,"Crop Science, Soil Science, Greenhouse Management, Organic Farming, Irrigation Management, Remote Sensing, Pest Management",Plant Biotechnology,Agri-Marketing,NONE,Government Agriculture Dept,Green Brigade,Cricket,Junior Agriculture Officer,Certified Senior Agri-Business Advisor,9896873151,revathi.7956@smart.edu
8174961656,TN-STU-2022-04035,Sathan Prabhu,2005-04-13,Madurai,Madurai Central,"Meenakshi Government Arts College for Women, Madurai",B.E.,Mechanical Engineering,2026,8.4,"Manufacturing Processes, Thermodynamics, AutoCAD, CNC Programming, MATLAB, Quality Control",NONE,NONE,NONE,BHEL,Make in India Hackathon,Athletics,Junior Maintenance Engineer,Certified Senior CAD Design Specialist,9714735002,sathan.1656@smart.edu
9827472043,TN-STU-2020-04036,Abirami Rajan,2003-01-30,Tenkasi,Tenkasi,"Sri Ram Nallamani Yadava College of Pharmacy, Tenkasi",BBA,Business Administration,2026,7.3,"Operations Planning, CRM, Supply Chain, Strategic Planning",Strategic Management,NONE,NONE,Tech Startups,B-Plan Competitions,NONE,Junior Management Trainee,Certified Senior Business Development Associate,9927201749,abirami.2043@smart.edu
4046746378,TN-STU-2020-04037,Alagu Natesan,2006-10-29,Tiruppur,Udumalaipettai,"Jai Shriram Engineering College, Avinashipalayam",B.A.LL.B.,Law,2024,9.3,"Intellectual Property, Legal Research, Litigation Support, Contract Negotiation, Legal Drafting, Corporate Law",Human Rights Law,Court Procedures,NONE,Corporate Legal Cell,Legal Aid Club,Football,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer,9680256793,alagu.6378@smart.edu
9293068750,TN-STU-2021-04038,Thamizhini Yogeswaran,2001-04-03,Chengalpattu,Pallavaram,"SRM Institute of Science and Technology, Kattankulathur",B.Sc.,Nursing,2023,8.5,"Medication Administration, Emergency Response, Anatomy, Vital Signs Monitoring, Medical Terminology, ICU Management",NONE,Medical Coding,Midwifery Cert,General Hospitals,Blood Donation,Athletics,Junior Community Health Worker,Certified Senior Certified Nurse,9856771216,thamizhini.8750@smart.edu
7794177751,TN-STU-2022-04039,Ramya M.,1999-08-26,Karur,Karur,"Cheran College for Women, Karur",MBA,Business Administration,2024,6.9,"Strategic Planning, CRM, Supply Chain, Business Analytics",NONE,NONE,PMP Foundation,Consumer Goods Companies,NONE,Badminton,Trainee Marketing Coordinator,Certified Senior Business Development Associate,9692133611,ramya.7751@smart.edu
7464921084,TN-STU-2021-04040,Pavithran I.,2007-10-24,Thiruvallur,Avadi,DG Vaishnav College,B.Com,Commerce,2024,6.0,"GST Filing, Financial Reporting, Cost Accounting, Taxation, Auditing, Tally ERP, Banking Operations",Investment Management,NONE,CA Intermediate,NONE,Finance Club,Cricket,Trainee Financial Analyst,Certified Senior Banking Associate,9924956517,pavithran.1084@smart.edu
3178893706,TN-STU-2020-04041,Mahendran E.,2002-03-27,Tiruchirappalli,Tiruchirappalli (West),"Saranathan College of Engineering, Panjappur",M.F.A.,Fine Arts,2023,8.5,"Portfolio Building, Ceramics, Graphic Design, Digital Illustration, Art History, Painting",Modern Art,NONE,Adobe Creative Suite,Ad Agencies,NSS,Yoga,Junior Art Educator,Certified Senior Animation Artist,9447101669,mahendran.3706@smart.edu
1473273246,TN-STU-2021-04042,Eswar D.,2008-03-19,Salem,Salem (South),"Vysya College, Salem",B.Sc.,Nursing,2024,8.0,"Medication Administration, Emergency Response, Anatomy, Surgical Assistance, ICU Management, Medical Terminology",Maternal Health,Healthcare Management,NONE,General Hospitals,NCC,NONE,Junior ICU Nurse,Certified Senior Certified Nurse,9270262470,eswar.3246@smart.edu
6980210897,TN-STU-2022-04043,Iniya Mani,2000-09-30,Vellore,Gudiyatham,Thanthai Periyar Government Institute of Technology (TPGIT),B.Sc.,Psychology,2024,6.0,"Report Writing, Group Therapy Facilitation, Psychometrics, Child Psychology, Mental Health Assessment",Abnormal Psychology,NONE,NONE,Schools,Awareness Camps,Badminton,Trainee School Counselor,Certified Senior Certified Counselor,9761060653,iniya.0897@smart.edu
1479630370,TN-STU-2023-04044,Zoya Mohan,2008-05-09,Namakkal,Paramathi Velur,"Paavai Engineering College, Pachal",M.E.,Electronics & Communication,2023,6.3,"IoT, Embedded Systems, MATLAB",Microcontrollers,IoT & Automation,NONE,DRDO Labs,NONE,Table Tennis,Trainee Telecom Engineer,Certified Senior Embedded Developer,9369027316,zoya.0370@smart.edu
6017448931,TN-STU-2021-04045,Narmadha Thirunavukkarasu,2003-05-23,Vellore,Vellore,Christian Institute of Management,M.Sc.,Agriculture,2024,9.9,"Irrigation Management, Agribusiness, Remote Sensing, Organic Farming",Precision Agriculture,AgriTech Tools,NONE,TNAU Research Farms,Rural Development,Kho-Kho,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9742859754,narmadha.8931@smart.edu
7662041429,TN-STU-2022-04046,Pavithran Udhayam,2007-06-17,Madurai,Madurai Central,"Sourashtra College, Madurai",B.Tech,Mechanical Engineering,2023,9.3,"Lean Manufacturing, Quality Control, SolidWorks, AutoCAD, Thermodynamics, MATLAB, Manufacturing Processes",Robotics,Industry 4.0,Six Sigma Yellow Belt,Manufacturing Plants,NONE,Cricket,Junior Design Engineer,Certified Senior CAD Design Specialist,9447744574,pavithran.1429@smart.edu
2394325232,TN-STU-2022-04047,Selvam Krishnan,2002-06-01,Pudukkottai,Aranthangi,"Shanmuganathan Engineering College, Aranthangi",B.E.,Biomedical Engineering,2026,7.1,"Biomechanics, Product Testing, Medical Device Design, AutoCAD, Clinical Trials Support, Signal Processing",Clinical Engineering,NONE,CBET Preparation,NONE,Health Tech Club,Badminton,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate,9208207122,selvam.5232@smart.edu
2313673108,TN-STU-2023-04048,Bhavani Anbazhagan,1999-09-19,Tiruppur,Udumalaipettai,"Vidyasagar College of Arts and Science, Udumalpet",M.A.,English,2024,9.7,"Copywriting, Proofreading, IELTS Coaching, Linguistics, Literature Analysis, Phonetics",NONE,Soft Skills,TEFL,Corporate Training,Literary Society,Badminton,Junior Communications Associate,Certified Senior Copywriter,9135594214,bhavani.3108@smart.edu
4407485047,TN-STU-2023-04049,Iniya Ethiraj,2007-01-24,Erode,Gobichettipalayam,"J.K.K. Munirajah College of Technology, Gobichettipalayam",M.Sc.,Psychology,2023,9.6,"Mental Health Assessment, Child Psychology, Counseling",Counseling Theories,NONE,HR Analytics,NGOs,YRC,Chess,Junior Behavioral Analyst,Certified Senior Certified Counselor,9343707392,iniya.5047@smart.edu
3213104871,TN-STU-2022-04050,Durga Ganesan,2004-11-15,Chengalpattu,Madurantakam,"Hindustan Institute of Technology and Science (HITS), Padur",M.F.A.,Fine Arts,2024,7.2,"Portfolio Building, Art History, Sculpture, Graphic Design",Art Appreciation,NONE,Adobe Creative Suite,Museums,NSS,Chess,Junior Graphic Designer,Certified Senior Animation Artist,9361364314,durga.4871@smart.edu
4626479377,TN-STU-2020-04051,Arivu Thangam,2000-07-14,Erode,Erode (East),"Chikkaiah Naicker College, Erode",M.A.,Tamil,2024,6.7,"Journalism, Public Speaking, Research Writing",NONE,NONE,Translator Certification,Publishing House,NONE,Kabaddi,Trainee Language Expert,Certified Senior Digital Editor,9481572144,arivu.9377@smart.edu
5832153503,TN-STU-2023-04052,Ome Udhayam,2007-04-18,Pudukkottai,Viralimalai,"Agricultural College and Research Institute (AC&RI TNAU), Kudumiyanmalai",LL.B.,Law,2024,7.8,"Intellectual Property, Litigation Support, Corporate Law, Legal Drafting",Environmental Law,ADR Mechanisms,Arbitration Certification,Human Rights NGOs,Debate,Chess,Junior Junior Advocate,Certified Senior Corporate Lawyer,9778129829,ome.3503@smart.edu
8408976047,TN-STU-2022-04053,Preethi Udhayam,2004-05-22,Salem,Salem (South),"AVS College of Technology, Salem",M.Sc.,Nursing,2025,9.6,"Surgical Assistance, ICU Management, Patient Care, Anatomy, Medical Terminology, Vital Signs Monitoring, Medication Administration",Medical Microbiology,NONE,Registered Nurse (RN),NONE,NCC,NONE,Junior Community Health Worker,Certified Senior Certified Nurse,9846986905,preethi.6047@smart.edu
9874451536,TN-STU-2023-04054,Keerthana M.,2003-02-01,Chennai,Thiyagarayanagar,"TN Dr. M.G.R. Medical University, Guindy",M.E.,Civil Engineering,2025,8.7,"AutoCAD, Project Management, Soil Testing, Quantity Estimation, Site Supervision",Structural Engineering,NONE,AutoCAD Civil 3D,NONE,ASCE Chapter,Kabaddi,Junior Project Coordinator,Certified Senior BIM Associate,9158160416,keerthana.1536@smart.edu
9079697992,TN-STU-2023-04055,Selvam Selvaraj,2001-03-11,Nilgiris,Gudalur,"Bharathiar University Arts and Science College, Gudalur",BBA,Business Administration,2024,7.8,"HR Management, Supply Chain, Leadership, Marketing Research, Operations Planning",NONE,CRM Specialist,HR Generalist,Logistics Companies,NONE,Football,Junior Management Trainee,Certified Senior Business Development Associate,9888629170,selvam.7992@smart.edu
7848357084,TN-STU-2020-04056,Latha L.,2000-03-04,Ramanathapuram,Ramanathapuram,"Thassim Beevi Abdul Kader College for Women, Kilakarai",B.E.,Electronics & Communication,2024,7.1,"MATLAB, VLSI, Embedded Systems, PCB Design, Communication Protocols, Signal Processing",NONE,PCB Design Fundamentals,National Instruments LabVIEW,Telecom Companies,NCC,Badminton,Junior Embedded Systems Engineer,Certified Senior Embedded Developer,9196188620,latha.7084@smart.edu
6227961348,TN-STU-2021-04057,Tharun Velayudham,2000-10-05,Pudukkottai,Gandarvakottai,"Sudharsan Engineering College, Sathiyamangalam",B.E.,Electronics & Communication,2024,6.9,"IoT, Signal Processing, Communication Protocols, PCB Design, Circuit Design",Microcontrollers,NONE,NONE,NONE,Electronics Fest,Table Tennis,Trainee Telecom Engineer,Certified Senior Embedded Developer,9554209606,tharun.1348@smart.edu
3046854642,TN-STU-2020-04058,Nandita C.,2002-04-26,Chennai,Thousand Lights,"Loyola College (Autonomous), Nungambakkam",M.Com,Commerce,2026,8.9,"Auditing, Taxation, GST Filing, Tally ERP, Financial Reporting, Cost Accounting",NONE,Stock Market Analysis,Tally Prime Certified,Retail Finance,Entrepreneurship Cell,Cricket,Junior Accountant,Certified Senior Banking Associate,9667914293,nandita.4642@smart.edu
1484053837,TN-STU-2022-04059,Meena H.,2001-02-02,Tiruchirappalli,Tiruchirappalli (East),"Seethalakshmi Ramaswami College, Trichy",B.A.,English,2024,8.8,"IELTS Coaching, Linguistics, Public Speaking, Copywriting",NONE,Professional Communication,Copywriting Proficiency,Magazines,Elocution Club,Football,Junior Communications Associate,Certified Senior Copywriter,9716864561,meena.3837@smart.edu
1779325195,TN-STU-2023-04060,Guna Mohan,2008-06-12,Coimbatore,Coimbatore (South),Pollachi College of Arts and Science,M.E.,Biomedical Engineering,2026,7.4,"Product Testing, Clinical Trials Support, Medical Device Design, MATLAB, AutoCAD, Biomechanics",Biomedical Signals,Medical Device Regulation,CBET Preparation,Research Labs,Robotics,Chess,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate,9144803982,guna.5195@smart.edu
2044853212,TN-STU-2021-04061,Sneha R.,2000-01-16,Dindigul,Dindigul,"R.V.S. College of Engineering and Technology, Dindigul",BBA,Business Administration,2024,9.2,"Leadership, Marketing Research, Business Analytics, Operations Planning",Strategic Management,Business Analytics,Digital Marketing Expert,HR Firms,NONE,Cricket,Junior HR Executive,Certified Senior Business Development Associate,9519567199,sneha.3212@smart.edu
3204261021,TN-STU-2020-04062,Sathish C.,2000-10-13,Thiruvarur,Nannilam,Alagappa University,B.A.,English,2024,8.0,"Copywriting, SEO Writing, Public Speaking, Linguistics",Spoken English,Professional Communication,Copywriting Proficiency,NONE,NONE,Football,Junior Content Writer,Certified Senior Copywriter,9738840112,sathish.1021@smart.edu
8016229335,TN-STU-2021-04063,Madhan Natesan,2006-10-07,Salem,Salem (South),"Narasu's Sarathy Institute of Technology, Poosaripatty",M.F.A.,Fine Arts,2025,8.0,"Sculpture, Portfolio Building, Art History, Painting",NONE,NONE,Visual Art Diploma,NONE,Photography Club,Badminton,Junior Graphic Designer,Certified Senior Animation Artist,9303870577,madhan.9335@smart.edu
2864017282,TN-STU-2022-04064,Samy D.,2005-01-29,Namakkal,Namakkal,"PGP College of Arts and Science, Namakkal",B.Sc.,Agriculture,2024,9.7,"Crop Science, Agribusiness, Organic Farming, Greenhouse Management, Pest Management",Soil Health,NONE,NONE,NONE,NSS,Cricket,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor,9706222205,samy.7282@smart.edu
