UMIS number,studentID,name,dob,district,block,college_name,degree,department,year_of_passing,cgpa,skills,swayam_course,naan_mudhalvan_course,certifications,internships,extra_curricular_activities,sports,predicted_academic_job_role,predicted_skill_job_role
7506635220,TN-STU-2022-04924,Vishva Natesan,2002-10-24,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2025.0,6.5,"Sculpture, Painting, Ceramics, Photography, Digital Illustration, Graphic Design, Portfolio Building",,,Graphic Design Cert,,Art Exhibition,,Trainee Illustrator,Certified Creative Designer
9424591938,TN-STU-2021-04925,Jeeva E.,2000-09-28,Coimbatore,Poonamallee,TNAU Coimbatore,B.Sc.,Agriculture,2026.0,7.4,"Crop Science, Soil Science, Remote Sensing, Pest Management, Organic Farming, Agribusiness, Greenhouse Management",Precision Agriculture,AgriTech Tools,Agri-Business Management,,Farm Club,Kho-Kho,Junior Agriculture Officer,Certified AgriTech Analyst
5084554544,TN-STU-2022-04926,Deepika Y.,2006-08-20,Salem,Tiruttani,PSG Tech,M.E.,Electronics & Communication,2023.0,6.2,"VLSI, Embedded Systems, MATLAB",Wireless Communications,,,DRDO Labs,Electronics Fest,Chess,Trainee Telecom Engineer,Associate PCB Design Expert
4528859331,TN-STU-2023-04927,Ahila G.,2002-05-08,Namakkal,Kancheepuram,Anna University Regional Campus,B.Tech,Civil Engineering,2026.0,6.9,"STAAD Pro, Surveying, Site Supervision, AutoCAD, Structural Analysis",Building Materials,Building Information Modelling,Green Building (LEED),L&T Construction,NSS,Volleyball,Trainee Structural Engineer,Certified Senior BIM Associate
7633520440,TN-STU-2022-04928,Dinesh R.,2002-10-03,Erode,Erode,Government College of Engineering Salem,B.Tech,Mechanical Engineering,2026.0,8.8,"Lean Manufacturing, CNC Programming, Manufacturing Processes",,Industry 4.0,,SMEs,,,Junior Design Engineer,Associate Manufacturing Associate
8957742117,TN-STU-2022-04929,Chetan Anbarasu,1999-11-26,Thoothukudi,Nannilam,Alagappa University,B.A.,English,2023.0,7.2,"Phonetics, IELTS Coaching, Proofreading, Copywriting",,Content Writing,,,Elocution Club,Football,Junior Content Writer,Junior Copywriter
1831568488,TN-STU-2022-04930,Pranesh S.,2002-10-30,Kallakurichi,Nannilam,Alagappa University,B.A.,English,2024.0,9.7,"Copywriting, Literature Analysis, Linguistics, Phonetics, IELTS Coaching, SEO Writing, Public Speaking",American Literature,,TESOL,,NCC,Tennis,Junior Communications Associate,Certified Corporate Trainer
3243875071,TN-STU-2021-04931,Yamini B.,2008-07-23,Tirunelveli,Ambur,Patrician College,M.Com,Commerce,2024.0,7.6,"GST Filing, Taxation, Cost Accounting, Banking Operations",Investment Management,Digital Banking,CA Intermediate,Banks,,Cricket,Junior Audit Assistant,Certified Senior Banking Associate
9424212435,TN-STU-2021-04932,Tharani K.,2002-09-02,Thanjavur,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2026.0,9.7,"Structural Analysis, STAAD Pro, AutoCAD, Site Supervision",Structural Engineering,,STAAD Pro Certified,Real Estate Firms,Construction Challenge,,Junior Project Coordinator,Certified Senior BIM Associate
7269055869,TN-STU-2020-04933,Nallan H.,2005-11-29,Vellore,Avadi,Sastra University Law School,LL.B.,Law,2024.0,8.8,"Intellectual Property, Legal Writing, Legal Drafting, Corporate Law, Litigation Support, Contract Negotiation",Human Rights Law,,Arbitration Certification,High Court Chambers,Debate,Cricket,Junior Corporate Legal Associate,Certified Senior Corporate Lawyer
2138176556,TN-STU-2022-04934,Kavitha Jagadeesan,2007-10-17,Kallakurichi,Killiyoor,Sri Ramachandra University,M.Sc.,Nursing,2025.0,8.6,"Medication Administration, Patient Care, Anatomy, Vital Signs Monitoring, Surgical Assistance, Medical Terminology, Emergency Response",Anatomy & Physiology,,,,NCC,Kabaddi,Junior Community Health Worker,Junior Certified Nurse
9706044081,TN-STU-2020-04935,Qadir K.,2001-12-03,Kallakurichi,Thiruvallur,VISTAS Chennai,MBA,Business Administration,2023.0,8.5,"Leadership, Business Analytics, HR Management, CRM, Operations Planning, Supply Chain",Strategic Management,Business Analytics,Digital Marketing Expert,Consumer Goods Companies,YRC,Table Tennis,Junior HR Executive,Certified Senior Business Development Associate
1634778679,TN-STU-2020-04936,Shanti K.,2007-04-22,Vellore,Nannilam,Alagappa University,M.A.,English,2024.0,9.2,"SEO Writing, Public Speaking, Literature Analysis, IELTS Coaching, Copywriting",,,TEFL,,Literary Society,Tennis,Junior Communications Associate,Certified Corporate Trainer
6079823550,TN-STU-2020-04937,Damu Jagadeesan,2003-08-06,Tiruchirappalli,Killiyoor,Madurai Kamaraj University,B.A.,English,2024.0,9.4,"Proofreading, Copywriting, SEO Writing, IELTS Coaching, Literature Analysis",,Professional Communication,,,NCC,,Junior Communications Associate,Junior Copywriter
5984275055,TN-STU-2023-04938,Sanjay Sekar,2006-09-30,Thoothukudi,Mannargudi,Loyola College,BBA,Business Administration,2025.0,9.9,"Operations Planning, Marketing Research, HR Management, CRM, Business Analytics, Leadership, Supply Chain",Operations Management,,,,,Badminton,Junior HR Executive,Junior Business Development Associate
2598911355,TN-STU-2023-04939,Padmini Haran,2003-04-02,Kallakurichi,Avadi,Sastra University Law School,B.A.LL.B.,Law,2025.0,8.0,"Legal Drafting, IPC/CrPC Knowledge, Intellectual Property, Corporate Law, Legal Research",Human Rights Law,ADR Mechanisms,IP Law Cert,Law Firms,,Football,Junior Junior Advocate,Certified Senior Corporate Lawyer
1697021097,TN-STU-2021-04940,Janani S.,2002-03-03,Kallakurichi,Mannargudi,Loyola College,BBA,Business Administration,2023.0,9.7,"HR Management, CRM, Supply Chain, Leadership",Strategic Management,,,,B-Plan Competitions,Football,Junior HR Executive,Junior Business Development Associate
8684497224,TN-STU-2023-04941,Jayan B.,2005-05-03,Madurai,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2024.0,6.2,"Surveying, Project Management, Quantity Estimation",Building Materials,,STAAD Pro Certified,L&T Construction,NSS,Athletics,Trainee Structural Engineer,Certified Senior BIM Associate
1537332590,TN-STU-2022-04942,Eswar Govindan,2003-04-10,Tirunelveli,Kancheepuram,Anna University Regional Campus,B.Tech,Civil Engineering,2025.0,9.0,"Project Management, Site Supervision, STAAD Pro, Quantity Estimation",,,Project Management Basics,Government PWD,Green Campus Initiative,Kabaddi,Junior Project Coordinator,Certified Senior BIM Associate
5645712153,TN-STU-2022-04943,Palanisamy D.,2001-01-29,Chennai,Nannilam,Annamalai University,B.A.,Tamil,2025.0,8.4,"Research Writing, Creative Writing, Journalism, Translation",,Tamil Computing,Translator Certification,News Agency,Literary Club,Athletics,Junior Editor,Certified Senior Digital Editor
9274913261,TN-STU-2023-04944,Thirumalai Yogeswaran,2000-11-02,Madurai,Avadi,DG Vaishnav College,B.Com,Commerce,2025.0,9.0,"Taxation, Financial Reporting, Banking Operations",Investment Management,GST & Taxation,Tally Prime Certified,Share Broking Firm,Entrepreneurship Cell,Kabaddi,Junior Accountant,Certified Senior Banking Associate
2187156263,TN-STU-2023-04945,Mohana Dharmalingam,2002-01-28,Erode,Thiruthuraipoondi,Kongu Engineering College,B.E.,Civil Engineering,2026.0,6.4,"Structural Analysis, STAAD Pro, Project Management, Surveying",Structural Engineering,,AutoCAD Civil 3D,,NSS,Kabaddi,Trainee Structural Engineer,Certified CAD Civil Engineer
4585118657,TN-STU-2020-04946,Indhumathi Sivakumar,2003-03-13,Chennai,Ambur,SSN College of Engineering,MCA,Computer Science,2023.0,8.4,"Cloud Computing, DSA, React, Machine Learning, Java, Python, Flutter",Operating Systems,,CISCO CCNA,Infosys,,Chess,Junior Software Engineer,Certified Senior Cloud Engineer
5390349052,TN-STU-2022-04947,Kaviya Iyyappan,1999-07-10,Chennai,Kancheepuram,SASTRA University,M.E.,Biomedical Engineering,2025.0,9.5,"Biomechanics, Anatomy Knowledge, Clinical Trials Support, Product Testing, MATLAB, Signal Processing, Medical Device Design",,Bioelectronics,AutoCAD Certified,Siemens Healthineers,Robotics,,Junior Biomedical Engineer,Certified Senior Biomedical Tech Associate
6861623927,TN-STU-2023-04948,Nayagi K.,2008-11-06,Vellore,Kancheepuram,SASTRA University,B.E.,Biomedical Engineering,2025.0,7.4,"Medical Device Design, Anatomy Knowledge, Biomechanics, Clinical Trials Support, AutoCAD, Product Testing, MATLAB",Clinical Engineering,Research Documentation,AutoCAD Certified,Medical Device Startups,IEEE EMBS,Athletics,Junior Clinical Engineer,Certified Senior Biomedical Tech Associate
4901196632,TN-STU-2022-04949,Chaitra Umapathi,2005-03-30,Salem,Gummidipoondi,SRM University,B.E.,Biomedical Engineering,2025.0,9.3,"Medical Device Design, Signal Processing, MATLAB, AutoCAD",Medical Imaging,Bioelectronics,,,Robotics,Chess,Junior Biomedical Engineer,Junior Biomedical Tech Associate
5229633128,TN-STU-2021-04950,Yousuf Thangam,2004-06-22,Thanjavur,Poonamallee,TNAU Coimbatore,B.Sc.,Agriculture,2024.0,9.2,"Crop Science, Pest Management, Organic Farming",,,Drone Operator License,Government Agriculture Dept,,Kho-Kho,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor
1605209595,TN-STU-2021-04951,Ganesh S.,2006-04-22,Coimbatore,Poonamallee,PSG College of Arts & Science,M.Com,Commerce,2025.0,7.1,"Banking Operations, Taxation, Auditing, Financial Reporting, Tally ERP, Cost Accounting",,,CA Intermediate,,Finance Club,,Junior Audit Assistant,Certified Certified Accountant
2078815231,TN-STU-2020-04952,Malathi I.,2004-06-07,Namakkal,Kumarapalayam,Government College of Engineering Salem,B.Tech,Mechanical Engineering,2023.0,9.2,"SolidWorks, MATLAB, Quality Control, Manufacturing Processes",,Industry 4.0,Six Sigma Yellow Belt,,Robotics,Football,Junior Design Engineer,Certified EV Systems Engineer
6531518989,TN-STU-2023-04953,Latha K.,2006-11-12,Erode,Nannilam,Alagappa University,B.A.,English,2026.0,6.5,"Phonetics, Copywriting, IELTS Coaching, Literature Analysis, Public Speaking, SEO Writing, Linguistics",,Business English,,,NCC,Tennis,Trainee Editorial Assistant,Junior Copywriter
2885374093,TN-STU-2020-04954,Kamalesh Velayudham,2006-01-24,Tirunelveli,Killiyoor,Madurai Kamaraj University,M.A.,English,2026.0,8.0,"Copywriting, Phonetics, Proofreading, Linguistics, IELTS Coaching, Literature Analysis",,Professional Communication,,Corporate Training,Debate,Badminton,Junior Content Writer,Associate IELTS Trainer
6635139673,TN-STU-2021-04955,Nithin G.,2002-11-18,Thanjavur,Killiyoor,Madurai Kamaraj University,M.A.,English,2024.0,6.5,"Proofreading, IELTS Coaching, SEO Writing, Public Speaking, Linguistics, Phonetics",American Literature,,Copywriting Proficiency,Digital Marketing Agency,NCC,Football,Trainee Editorial Assistant,Certified Senior Copywriter
6819529674,TN-STU-2022-04956,Logu Karthik,1999-09-13,Coimbatore,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2026.0,7.5,"Portfolio Building, Graphic Design, Art History",Indian Art Traditions,Event Design,,Animation Studios,,Yoga,Junior Graphic Designer,Associate Digital Illustrator
4419178173,TN-STU-2021-04957,Rajesh Eswaran,2004-01-03,Namakkal,Nagercoil,SIET College,M.Sc.,Psychology,2024.0,8.4,"Psychometrics, Report Writing, Child Psychology, Group Therapy Facilitation",Counseling Theories,Addiction Counselling,HR Analytics,,,,Junior Psychological Counselor,Certified HR People Strategy
5046091026,TN-STU-2020-04958,Kausalya Velayudham,2005-08-25,Chennai,Poonamallee,Hindustan College,BBA,Business Administration,2024.0,7.9,"Marketing Research, Business Analytics, CRM, HR Management, Leadership, Operations Planning",Organizational Behavior,CRM Specialist,HR Generalist,HR Firms,Entrepreneurship Cell,Table Tennis,Junior Management Trainee,Certified Senior Business Development Associate
7404479568,TN-STU-2020-04959,Nishanth Murugesan,2002-10-17,Coimbatore,Avadi,Mother Teresa Womens University,B.A.,Tamil,2024.0,6.5,"Translation, Creative Writing, Grammar",Classical Tamil,Translation Skills,,School,,Kabaddi,Trainee Language Expert,Associate Tamil Content Specialist
4649420287,TN-STU-2021-04960,Dinesh V.,2008-07-26,Thoothukudi,Poonamallee,TNAU Coimbatore,M.Sc.,Agriculture,2023.0,9.7,"Pest Management, Greenhouse Management, Remote Sensing, Organic Farming",Agroforestry,Agri-Marketing,Drone Operator License,NGOs,NSS,,Junior Agri Extension Officer,Certified Senior Agri-Business Advisor
6442999338,TN-STU-2021-04961,Elango Chidambaram,2005-02-26,Thoothukudi,Colachal,Thiagarajar CE,B.E.,Mechanical Engineering,2025.0,7.9,"CNC Programming, AutoCAD, MATLAB, Thermodynamics, Lean Manufacturing",,Green Manufacturing,Lean Manufacturing,,Make in India Hackathon,Kabaddi,Junior Maintenance Engineer,Certified EV Systems Engineer
8536718769,TN-STU-2023-04962,Kaviya Ganesan,2005-10-17,Thanjavur,Thiruvarur,Government College of Fine Arts Chennai,M.F.A.,Fine Arts,2023.0,9.7,"Ceramics, Art History, Digital Illustration",,Visual Communication,Visual Art Diploma,Museums,Art Exhibition,Badminton,Junior Art Educator,Certified Senior Animation Artist
8216611501,TN-STU-2020-04963,Sanjay Velu,2005-11-27,Tirunelveli,Avadi,Sastra University Law School,B.A.LL.B.,Law,2024.0,7.4,"Legal Drafting, Intellectual Property, Legal Research",Constitutional Law,Court Procedures,,High Court Chambers,Legal Aid Club,Cricket,Junior Junior Advocate,Associate IP Specialist
1201469771,TN-STU-2021-04964,Ranjith Ramesh,2003-04-02,Kallakurichi,Ambur,SSN College of Engineering,MCA,Computer Science,2023.0,6.8,"Node.js, SQL, React, Cloud Computing, Python, Machine Learning",Cloud Computing Foundation,Data Analytics with Python,,Infosys,Hackathons,,Trainee Systems Architect,Associate Data Scientist
3543827189,TN-STU-2022-04965,Ramya Kandasamy,1999-04-23,Kallakurichi,Nannilam,Alagappa University,M.A.,English,2025.0,7.3,"IELTS Coaching, Public Speaking, Copywriting, Literature Analysis, Phonetics, SEO Writing, Proofreading",Spoken English,,,,NCC,Football,Junior Content Writer,Junior Copywriter
5383057653,TN-STU-2022-04966,Ilakiya N.,2004-04-22,Madurai,Avadi,TA PAS College,B.A.,English,2024.0,6.5,"Copywriting, Public Speaking, Phonetics, IELTS Coaching",American Literature,,,Digital Marketing Agency,Literary Society,Badminton,Trainee Editorial Assistant,Associate IELTS Trainer
8476048316,TN-STU-2020-04967,Mahendran Anbazhagan,2007-12-21,Thanjavur,Kanniyakumari,Government College of Fine Arts Kumbakonam,M.F.A.,Fine Arts,2024.0,8.7,"Art History, Painting, Graphic Design",,,,,NSS,Badminton,Junior Art Educator,Junior Animation Artist
7026318132,TN-STU-2021-04968,Muthu R.,2000-10-28,Madurai,Poonamallee,Hindustan College,BBA,Business Administration,2023.0,8.9,"Leadership, Business Analytics, HR Management, Operations Planning, Strategic Planning, CRM, Marketing Research",Marketing Research,Business Analytics,,Tech Startups,YRC,Football,Junior HR Executive,Associate HR Consultant
1717877198,TN-STU-2021-04969,Nithin R.,2008-01-21,Vellore,Thiruthuraipoondi,Coimbatore Institute of Technology,B.Tech,Mechanical Engineering,2024.0,6.5,"CNC Programming, Lean Manufacturing, Manufacturing Processes, Quality Control",Manufacturing Engineering,Green Manufacturing,,,Make in India Hackathon,,Trainee Production Engineer,Junior CAD Design Specialist
7961602609,TN-STU-2022-04970,Vimala Sekar,2005-10-21,Coimbatore,Kanniyakumari,Government College of Fine Arts Kumbakonam,B.F.A.,Fine Arts,2024.0,6.6,"Photography, Painting, Portfolio Building, Sculpture, Art History",,Digital Art & Animation,Graphic Design Cert,,NSS,,Trainee Illustrator,Certified Creative Designer
1461993642,TN-STU-2023-04971,Agilan Sekar,2004-03-07,Tiruchirappalli,Uthiramerur,Government Law College Chennai,B.A.LL.B.,Law,2024.0,7.7,"IPC/CrPC Knowledge, Contract Negotiation, Legal Research",Cyber Laws,Court Procedures,,,,Football,Junior Junior Advocate,Junior Corporate Lawyer
6609499615,TN-STU-2022-04972,Chandini M.,2008-02-23,Salem,Colachal,Thiagarajar CE,B.E.,Mechanical Engineering,2023.0,8.5,"CNC Programming, Thermodynamics, Quality Control, Manufacturing Processes, SolidWorks, Lean Manufacturing",Engineering Design,,CREO Designer,,Make in India Hackathon,Cricket,Junior Design Engineer,Certified EV Systems Engineer
9005794919,TN-STU-2022-04973,Malarvizhi Rajan,2008-01-24,Vellore,Ponneri,Ethiraj College,B.Sc.,Psychology,2026.0,9.5,"Child Psychology, Mental Health Assessment, Psychometrics, Counseling",Developmental Psychology,Counselling Practices,CBT Practitioner,,YRC,Chess,Junior Behavioral Analyst,Certified HR People Strategy
5737636523,TN-STU-2022-04974,Lalitha Ponnusamy,2001-04-01,Salem,Avadi,DG Vaishnav College,M.Com,Commerce,2023.0,9.4,"Cost Accounting, Banking Operations, Accounting, Financial Reporting, GST Filing, Tally ERP",Corporate Finance,,,Share Broking Firm,Entrepreneurship Cell,Chess,Junior Accountant,Associate FinTech Analyst
7377914365,TN-STU-2021-04975,Agalya Thangam,2005-05-05,Coimbatore,Kanniyakumari,Agricultural College Madurai,B.Sc.,Agriculture,2026.0,8.4,"Irrigation Management, Agribusiness, Remote Sensing, Soil Science, Organic Farming, Pest Management",,Drone Farming,,,Rural Development,Kho-Kho,Junior Agriculture Officer,Junior Agri-Business Advisor
1937394723,TN-STU-2021-04976,Arun B.,2001-11-14,Coimbatore,Ambur,Patrician College,B.Com,Commerce,2024.0,7.8,"Tally ERP, Financial Reporting, GST Filing, Cost Accounting, Banking Operations",Investment Management,,GST Practitioner,CA Firms,,,Junior Audit Assistant,Certified Senior Banking Associate
7389021124,TN-STU-2022-04977,Bala Mohan,2003-09-29,Tiruchirappalli,Thiruvallur,VIT Vellore,B.E.,Computer Science,2023.0,8.7,"Cybersecurity, Machine Learning, DSA, DevOps, Node.js, Data Analysis, Python",Cloud Computing Foundation,,AWS Practitioner,TCS,Hackathons,,Junior Data Analyst,Certified Senior Cloud Engineer
1736700369,TN-STU-2021-04978,Ananya Loganathan,2003-10-22,Tiruchirappalli,Ponneri,Ethiraj College,B.Sc.,Psychology,2023.0,8.3,"Social Work, Counseling, Child Psychology, Group Therapy Facilitation",,Child Protection,Art Therapy,HR Departments,NSS,Chess,Junior Psychological Counselor,Certified Senior Certified Counselor
1844744915,TN-STU-2021-04979,Dhanya R.,2003-11-18,Tiruchirappalli,Avadi,Mother Teresa Womens University,M.A.,Tamil,2026.0,6.9,"Editing, Tamil Literature, Journalism, Public Speaking",,Tamil Computing,Translator Certification,Publishing House,NSS,,Trainee Language Expert,Certified Senior Digital Editor
